TaskID,EmployeeNumber,TaskType,RequestDate,ResolvedDate,SLA_Hours,Actual_Hours,Status,Priority
T575322,1415,System Bug,2024-10-10,2024-10-12,72,63,In Progress,Low
T825985,1682,System Bug,2024-05-05,2024-05-05,24,22,Completed,Low
T506429,1893,Access Request,2024-02-19,2024-02-22,72,88,Completed,Low
T275758,1982,System Bug,2024-06-15,2024-06-16,24,32,In Progress,Low
T333818,1989,Software Install,2024-07-20,2024-07-21,24,29,Escalated,Low
T244552,932,Tech Support,2024-04-04,2024-04-04,24,19,Escalated,Low
T592763,193,Software Install,2024-05-13,2024-05-14,24,25,Completed,High
T677293,1116,Tech Support,2024-01-12,2024-01-13,24,40,Escalated,Low
T583827,1158,Software Install,2024-08-11,2024-08-13,48,61,In Progress,Medium
T228111,2,Software Install,2024-05-22,2024-05-22,24,23,In Progress,Low
T703236,526,Software Install,2024-04-28,2024-05-01,72,78,In Progress,High
T390796,812,Software Install,2024-12-04,2024-12-07,72,80,In Progress,Medium
T249614,1092,Access Request,2024-11-12,2024-11-14,48,59,In Progress,Low
T368575,1483,Tech Support,2024-11-17,2024-11-18,24,29,In Progress,Low
T944026,132,Access Request,2024-09-21,2024-09-22,24,33,In Progress,High
T834172,1543,Tech Support,2024-10-05,2024-10-07,48,49,In Progress,Medium
T966700,671,System Bug,2024-05-26,2024-05-27,24,36,Escalated,Low
T245766,442,System Bug,2024-10-05,2024-10-06,48,38,In Progress,High
T840536,347,Software Install,2024-08-09,2024-08-11,72,69,Escalated,Medium
T707886,1200,Software Install,2024-05-20,2024-05-23,72,90,In Progress,High
T562144,161,Access Request,2024-09-06,2024-09-06,24,22,In Progress,High
T596381,1030,System Bug,2024-09-28,2024-10-01,72,84,In Progress,Medium
T669831,1558,System Bug,2024-04-21,2024-04-23,48,53,Completed,Low
T409298,1016,Access Request,2024-02-06,2024-02-09,72,73,In Progress,Low
T218345,505,Access Request,2024-12-23,2024-12-23,24,17,In Progress,High
T455458,744,System Bug,2024-06-21,2024-06-24,72,91,In Progress,Low
T855684,1931,Tech Support,2024-10-11,2024-10-13,48,50,Escalated,Low
T947483,2015,System Bug,2024-09-17,2024-09-19,48,59,Escalated,Low
T491433,1005,Software Install,2024-06-20,2024-06-23,72,86,Completed,Low
T394503,1084,Software Install,2024-02-08,2024-02-11,72,92,Completed,Low
T800469,1547,Tech Support,2024-03-02,2024-03-03,24,40,Completed,High
T173117,1249,Tech Support,2024-12-06,2024-12-08,48,68,In Progress,Low
T477764,139,Tech Support,2024-05-26,2024-05-29,72,77,In Progress,High
T309903,1084,Software Install,2024-05-24,2024-05-26,48,54,In Progress,High
T461275,727,Software Install,2024-02-24,2024-02-27,72,80,In Progress,Medium
T750551,912,Access Request,2024-05-05,2024-05-08,72,83,In Progress,Medium
T487871,1677,Software Install,2024-04-20,2024-04-23,72,78,Completed,Low
T909948,1932,Tech Support,2024-09-25,2024-09-27,48,55,Escalated,Low
T840313,335,Software Install,2024-09-13,2024-09-16,72,92,Completed,High
T313705,1661,Tech Support,2024-01-04,2024-01-05,24,36,Escalated,Low
T651717,208,Access Request,2024-02-20,2024-02-21,24,43,In Progress,Medium
T823539,1852,Tech Support,2024-01-01,2024-01-02,24,43,In Progress,Low
T209951,309,System Bug,2024-06-28,2024-06-28,24,17,Escalated,Low
T836076,1662,System Bug,2024-10-11,2024-10-14,72,88,In Progress,High
T822043,1724,Software Install,2024-08-24,2024-08-26,48,48,In Progress,Low
T283172,912,Tech Support,2024-01-01,2024-01-02,24,30,Completed,Low
T475317,1601,Software Install,2024-08-28,2024-08-31,72,84,Escalated,Low
T734010,824,Tech Support,2024-07-11,2024-07-13,48,58,Completed,Medium
T807105,1615,Tech Support,2024-10-02,2024-10-03,24,32,In Progress,Low
T276938,1156,Access Request,2024-04-21,2024-04-23,72,64,Completed,High
T354300,905,System Bug,2024-08-03,2024-08-04,24,41,Escalated,High
T997447,422,System Bug,2024-09-12,2024-09-12,24,23,In Progress,Low
T350618,352,Software Install,2024-06-08,2024-06-10,48,66,Completed,Medium
T162068,351,Tech Support,2024-05-15,2024-05-17,48,50,Completed,Medium
T972634,84,System Bug,2024-01-17,2024-01-17,24,17,In Progress,Low
T466424,249,Software Install,2024-09-14,2024-09-14,24,22,Escalated,Low
T716036,159,Access Request,2024-08-05,2024-08-08,72,86,In Progress,Low
T473857,450,Software Install,2024-03-25,2024-03-28,72,86,In Progress,Medium
T560738,126,Software Install,2024-05-25,2024-05-27,72,67,Escalated,Low
T293285,376,System Bug,2024-01-10,2024-01-12,48,53,In Progress,Low
T535698,499,Access Request,2024-04-16,2024-04-19,72,76,In Progress,Medium
T488774,1821,Tech Support,2024-10-14,2024-10-14,24,23,In Progress,Medium
T134647,1424,System Bug,2024-04-02,2024-04-05,72,83,In Progress,Medium
T729258,1484,Access Request,2024-03-02,2024-03-03,24,25,In Progress,Medium
T944712,643,Tech Support,2024-06-12,2024-06-12,24,22,In Progress,Medium
T820385,2012,Tech Support,2024-01-28,2024-01-29,24,28,Escalated,Medium
T248919,887,Access Request,2024-09-23,2024-09-26,72,91,Escalated,Low
T989836,1265,Software Install,2024-07-23,2024-07-24,24,25,In Progress,Low
T891071,1911,Tech Support,2024-06-24,2024-06-24,24,23,In Progress,Low
T706922,1786,System Bug,2024-05-16,2024-05-19,72,75,Escalated,Medium
T702478,1175,System Bug,2024-06-23,2024-06-25,72,65,Escalated,Low
T649696,675,Tech Support,2024-12-12,2024-12-13,24,26,In Progress,Low
T683636,1014,Software Install,2024-11-06,2024-11-09,72,87,In Progress,Low
T668971,208,Tech Support,2024-06-22,2024-06-23,24,37,In Progress,Low
T777335,1201,System Bug,2024-02-23,2024-02-24,24,32,Escalated,Low
T700787,155,System Bug,2024-08-25,2024-08-27,48,52,In Progress,Low
T444376,1954,Software Install,2024-08-08,2024-08-08,24,21,In Progress,Low
T296437,352,Software Install,2024-05-25,2024-05-28,72,90,In Progress,Low
T585134,325,System Bug,2024-05-20,2024-05-21,24,36,In Progress,Medium
T120420,837,Software Install,2024-03-22,2024-03-24,48,50,In Progress,Medium
T123967,1053,Software Install,2024-09-28,2024-10-01,72,80,In Progress,Medium
T433514,807,Software Install,2024-03-17,2024-03-19,48,68,In Progress,Low
T480716,1011,Access Request,2024-09-25,2024-09-25,24,14,Completed,Medium
T801860,1333,Tech Support,2024-03-09,2024-03-11,48,67,Escalated,Low
T801375,390,System Bug,2024-02-23,2024-02-24,48,40,Escalated,Low
T673950,448,System Bug,2024-04-08,2024-04-08,24,23,In Progress,High
T375484,429,Software Install,2024-10-16,2024-10-16,24,22,In Progress,Low
T851262,804,Software Install,2024-10-19,2024-10-20,24,25,Completed,Low
T865651,1494,Access Request,2024-11-17,2024-11-19,72,62,In Progress,Low
T575918,179,Tech Support,2024-01-09,2024-01-11,72,66,In Progress,High
T617882,308,Software Install,2024-12-01,2024-12-03,48,57,In Progress,Low
T454609,254,Access Request,2024-08-20,2024-08-21,48,44,Completed,Medium
T708022,1604,Access Request,2024-05-01,2024-05-03,48,55,In Progress,Low
T450865,1298,System Bug,2024-06-05,2024-06-07,48,62,In Progress,Medium
T953361,1196,System Bug,2024-03-26,2024-03-27,48,40,In Progress,Medium
T886127,622,System Bug,2024-06-19,2024-06-19,24,18,In Progress,Low
T511320,1847,Tech Support,2024-06-28,2024-06-30,72,67,Escalated,Low
T624300,1062,System Bug,2024-09-13,2024-09-16,72,85,In Progress,Low
T509410,1311,System Bug,2024-01-01,2024-01-02,24,26,In Progress,Low
T662150,1101,Access Request,2024-09-24,2024-09-25,48,44,In Progress,Low
T749678,338,Tech Support,2024-01-03,2024-01-05,48,65,Escalated,Low
T493042,11,Access Request,2024-09-27,2024-09-29,72,64,In Progress,Medium
T518754,806,System Bug,2024-01-13,2024-01-15,48,48,In Progress,Medium
T312744,454,Access Request,2024-08-24,2024-08-26,48,61,In Progress,High
T179897,2008,System Bug,2024-11-06,2024-11-08,72,68,In Progress,Low
T269111,1798,Access Request,2024-02-05,2024-02-08,72,73,Escalated,Low
T325766,2025,System Bug,2024-03-09,2024-03-12,72,85,Escalated,Medium
T676957,1551,System Bug,2024-09-16,2024-09-17,48,45,Completed,High
T467674,331,Software Install,2024-05-14,2024-05-16,72,66,Completed,Low
T516463,253,System Bug,2024-10-01,2024-10-03,72,70,In Progress,High
T368780,827,Software Install,2024-11-21,2024-11-23,48,58,Completed,Low
T542911,657,Software Install,2024-09-16,2024-09-18,48,61,In Progress,Low
T575877,11,Software Install,2024-01-01,2024-01-04,72,83,Completed,High
T843988,491,System Bug,2024-09-05,2024-09-06,24,42,Escalated,Low
T520641,143,System Bug,2024-07-01,2024-07-03,48,63,Escalated,Low
T721174,447,Tech Support,2024-02-12,2024-02-14,72,69,In Progress,Low
T126000,1473,Access Request,2024-02-24,2024-02-27,72,82,Escalated,Low
T491691,1712,Access Request,2024-10-09,2024-10-11,48,53,Escalated,Low
T578832,832,Access Request,2024-10-04,2024-10-05,48,47,In Progress,Low
T788314,1249,Access Request,2024-03-25,2024-03-27,48,58,Completed,High
T158325,1993,Access Request,2024-03-20,2024-03-20,24,23,Escalated,Medium
T720415,932,Software Install,2024-11-17,2024-11-20,72,73,Completed,Low
T763737,1633,Access Request,2024-10-04,2024-10-05,24,39,In Progress,Low
T324589,250,Software Install,2024-10-20,2024-10-21,24,37,In Progress,Medium
T696190,1042,Tech Support,2024-02-02,2024-02-02,24,22,In Progress,Low
T941940,1195,Tech Support,2024-05-01,2024-05-02,48,39,In Progress,High
T533611,1133,System Bug,2024-06-19,2024-06-21,48,66,In Progress,High
T160879,288,System Bug,2024-10-03,2024-10-04,48,41,Completed,Medium
T385545,116,Access Request,2024-08-16,2024-08-18,48,48,In Progress,High
T147138,605,Software Install,2024-09-22,2024-09-22,24,19,In Progress,Low
T507664,894,System Bug,2024-05-05,2024-05-06,48,41,In Progress,Low
T252570,1294,Software Install,2024-06-07,2024-06-08,24,43,Escalated,Medium
T173475,1719,System Bug,2024-07-14,2024-07-14,24,17,Escalated,Medium
T398293,124,Software Install,2024-01-22,2024-01-22,24,15,Completed,High
T838350,1617,Software Install,2024-05-18,2024-05-20,48,62,Escalated,Medium
T549412,63,Access Request,2024-07-18,2024-07-18,24,16,In Progress,Low
T548496,332,System Bug,2024-12-14,2024-12-15,24,35,Escalated,Medium
T805021,2022,Access Request,2024-05-08,2024-05-10,48,59,In Progress,High
T368570,1956,System Bug,2024-06-28,2024-06-30,48,55,In Progress,Medium
T822904,461,Access Request,2024-04-20,2024-04-23,72,73,Escalated,Low
T317879,1529,Tech Support,2024-07-24,2024-07-26,48,61,In Progress,Medium
T492480,377,Software Install,2024-07-20,2024-07-23,72,83,Escalated,Medium
T948339,76,System Bug,2024-09-24,2024-09-26,72,67,In Progress,Low
T243238,1850,System Bug,2024-02-26,2024-02-28,72,67,Completed,High
T155779,483,Tech Support,2024-03-07,2024-03-09,48,49,In Progress,High
T396208,464,System Bug,2024-08-09,2024-08-10,24,30,In Progress,Medium
T944312,811,Access Request,2024-07-16,2024-07-18,48,56,Escalated,Medium
T613457,733,Software Install,2024-11-21,2024-11-24,72,91,Escalated,Medium
T816442,944,Tech Support,2024-12-15,2024-12-16,24,36,In Progress,High
T917619,442,System Bug,2024-11-18,2024-11-20,72,69,Escalated,High
T249830,76,System Bug,2024-02-04,2024-02-06,48,57,Escalated,Low
T689246,961,Software Install,2024-06-09,2024-06-11,48,68,In Progress,Low
T315332,1084,Software Install,2024-10-09,2024-10-10,24,40,In Progress,High
T836825,39,System Bug,2024-02-28,2024-03-02,72,79,Escalated,Low
T159305,927,Tech Support,2024-08-07,2024-08-09,48,56,Escalated,Medium
T370799,1257,Tech Support,2024-01-21,2024-01-22,24,40,In Progress,High
T439281,848,Software Install,2024-10-17,2024-10-19,72,62,In Progress,Low
T687626,46,System Bug,2024-02-05,2024-02-07,72,67,In Progress,High
T323098,867,Access Request,2024-02-10,2024-02-12,48,56,In Progress,Low
T272030,1684,Tech Support,2024-02-22,2024-02-25,72,89,In Progress,Medium
T398581,417,Access Request,2024-11-19,2024-11-21,72,66,In Progress,Low
T976914,811,Tech Support,2024-12-02,2024-12-04,72,68,Escalated,Medium
T369975,1834,Access Request,2024-10-10,2024-10-13,72,86,Escalated,Low
T547235,517,System Bug,2024-11-20,2024-11-21,48,46,In Progress,Medium
T506828,1184,Access Request,2024-06-04,2024-06-07,72,79,Completed,Medium
T783171,1640,Access Request,2024-06-06,2024-06-07,24,31,In Progress,High
T534943,1596,Access Request,2024-01-16,2024-01-17,24,39,Escalated,High
T842603,1133,Access Request,2024-09-13,2024-09-15,48,57,In Progress,Medium
T641992,165,Access Request,2024-07-10,2024-07-11,48,40,In Progress,Medium
T900512,1709,Tech Support,2024-04-12,2024-04-13,48,40,In Progress,Medium
T785568,773,Access Request,2024-03-02,2024-03-05,72,77,Completed,Medium
T854013,905,Access Request,2024-01-22,2024-01-25,72,85,In Progress,Low
T712624,405,Tech Support,2024-08-08,2024-08-08,24,20,Escalated,Low
T636292,1907,System Bug,2024-01-12,2024-01-13,48,42,In Progress,Medium
T963266,927,Tech Support,2024-01-01,2024-01-01,24,18,In Progress,Low
T957002,1648,System Bug,2024-05-01,2024-05-03,48,59,In Progress,Low
T334734,1564,Access Request,2024-02-18,2024-02-21,72,87,Completed,High
T129625,605,System Bug,2024-07-11,2024-07-14,72,78,Escalated,High
T155774,441,System Bug,2024-04-22,2024-04-23,24,44,In Progress,Low
T722166,1969,Tech Support,2024-03-04,2024-03-07,72,75,In Progress,Low
T303570,151,Software Install,2024-09-06,2024-09-08,72,63,Completed,Low
T630301,1069,Software Install,2024-06-10,2024-06-12,48,58,In Progress,Medium
T407593,634,Tech Support,2024-11-20,2024-11-20,24,18,In Progress,Low
T582293,758,Software Install,2024-04-12,2024-04-14,72,71,In Progress,High
T207671,1509,System Bug,2024-08-21,2024-08-23,48,63,In Progress,Medium
T963563,799,Tech Support,2024-10-05,2024-10-07,48,49,In Progress,Medium
T137808,1960,Access Request,2024-04-02,2024-04-03,24,35,Completed,Low
T519869,1154,System Bug,2024-04-21,2024-04-24,72,85,In Progress,High
T815477,1936,Access Request,2024-08-19,2024-08-21,48,48,Escalated,Low
T955431,119,Access Request,2024-04-08,2024-04-08,24,22,In Progress,High
T764890,811,Tech Support,2024-07-18,2024-07-18,24,22,Escalated,Low
T784704,865,Software Install,2024-09-09,2024-09-10,24,30,In Progress,Low
T448508,1504,Access Request,2024-08-04,2024-08-07,72,92,Escalated,Medium
T958414,341,System Bug,2024-12-15,2024-12-16,48,42,Completed,Low
T837550,832,System Bug,2024-09-03,2024-09-05,48,56,In Progress,High
T823078,194,Tech Support,2024-04-26,2024-04-28,72,70,Completed,Low
T820906,1534,System Bug,2024-10-21,2024-10-23,48,65,In Progress,Medium
T252428,924,Access Request,2024-05-11,2024-05-12,24,33,Escalated,Low
T709414,1665,System Bug,2024-06-19,2024-06-22,72,88,In Progress,Medium
T918125,1071,Tech Support,2024-03-14,2024-03-15,24,24,In Progress,Medium
T640762,1108,Software Install,2024-05-18,2024-05-21,72,89,Escalated,Low
T844403,63,Software Install,2024-03-14,2024-03-16,48,65,Escalated,Medium
T546754,1621,Software Install,2024-05-18,2024-05-19,24,26,In Progress,Low
T340265,444,System Bug,2024-07-02,2024-07-05,72,85,In Progress,Medium
T944363,635,System Bug,2024-12-24,2024-12-27,72,85,In Progress,Low
T964699,518,Access Request,2024-04-22,2024-04-23,24,36,In Progress,Low
T709530,762,Software Install,2024-01-07,2024-01-07,24,16,Escalated,Medium
T215286,1238,Access Request,2024-08-21,2024-08-24,72,87,In Progress,Low
T580541,575,Software Install,2024-12-13,2024-12-15,72,62,In Progress,Low
T347803,1465,Access Request,2024-05-19,2024-05-22,72,76,In Progress,Medium
T178830,112,Software Install,2024-07-09,2024-07-10,24,39,In Progress,Medium
T377450,258,Tech Support,2024-03-19,2024-03-21,72,70,In Progress,High
T499928,1829,Tech Support,2024-05-26,2024-05-29,72,91,Escalated,Low
T543058,153,Access Request,2024-04-04,2024-04-06,48,56,In Progress,Low
T233549,218,Software Install,2024-11-21,2024-11-24,72,88,In Progress,Low
T388753,352,Software Install,2024-04-05,2024-04-06,48,42,Completed,Low
T897139,1982,Tech Support,2024-06-11,2024-06-14,72,87,In Progress,Low
T791460,309,System Bug,2024-08-25,2024-08-27,48,50,Escalated,Medium
T180103,1417,System Bug,2024-02-01,2024-02-04,72,91,In Progress,Low
T582694,1303,Software Install,2024-03-05,2024-03-05,24,15,Completed,High
T319920,1604,System Bug,2024-09-19,2024-09-21,48,60,In Progress,Low
T581704,1275,Access Request,2024-03-19,2024-03-22,72,77,Escalated,Low
T309384,1976,System Bug,2024-03-28,2024-03-29,48,47,In Progress,Low
T957478,1513,Software Install,2024-12-18,2024-12-21,72,86,In Progress,Medium
T298709,852,Tech Support,2024-06-24,2024-06-25,24,25,In Progress,Medium
T611542,1156,Software Install,2024-06-27,2024-06-28,48,44,In Progress,Medium
T237093,336,Access Request,2024-02-11,2024-02-12,48,40,In Progress,Low
T492909,1755,Tech Support,2024-10-06,2024-10-09,72,92,Escalated,Low
T592999,1094,Tech Support,2024-01-11,2024-01-12,24,41,In Progress,Low
T413876,315,Software Install,2024-11-21,2024-11-21,24,20,In Progress,Low
T300775,1762,Access Request,2024-11-01,2024-11-03,72,65,In Progress,Low
T609010,143,System Bug,2024-10-07,2024-10-08,24,33,In Progress,Medium
T116196,927,Access Request,2024-07-19,2024-07-20,24,40,Escalated,Medium
T923541,828,System Bug,2024-08-25,2024-08-27,48,52,Completed,High
T598406,1162,Tech Support,2024-09-02,2024-09-02,24,19,In Progress,Low
T741767,338,Tech Support,2024-12-17,2024-12-19,48,53,In Progress,Low
T379394,934,System Bug,2024-07-24,2024-07-25,24,24,In Progress,Low
T638589,64,System Bug,2024-09-24,2024-09-27,72,80,In Progress,Low
T493484,2064,Access Request,2024-09-08,2024-09-10,72,71,In Progress,Medium
T185651,1888,Access Request,2024-09-18,2024-09-21,72,76,Completed,High
T398513,138,Software Install,2024-06-07,2024-06-09,48,61,In Progress,Medium
T957891,601,Access Request,2024-01-08,2024-01-08,24,16,In Progress,Medium
T181070,571,Tech Support,2024-05-12,2024-05-14,48,64,In Progress,High
T948424,1822,System Bug,2024-04-24,2024-04-25,24,34,Completed,Medium
T752362,198,Software Install,2024-12-26,2024-12-28,48,56,In Progress,Low
T221810,1682,System Bug,2024-01-01,2024-01-01,24,23,In Progress,Low
T639371,347,Access Request,2024-11-25,2024-11-26,24,30,In Progress,Low
T850664,384,Software Install,2024-07-06,2024-07-07,24,43,Completed,High
T754798,2027,System Bug,2024-07-17,2024-07-19,48,65,In Progress,Medium
T433511,880,Software Install,2024-02-23,2024-02-26,72,72,Escalated,Low
T917585,18,Software Install,2024-09-10,2024-09-12,72,67,In Progress,Low
T238749,1721,Tech Support,2024-06-04,2024-06-07,72,86,In Progress,Low
T267855,1102,Software Install,2024-12-21,2024-12-22,24,43,In Progress,Low
T832140,1762,Access Request,2024-07-01,2024-07-04,72,80,In Progress,Medium
T995647,1771,Access Request,2024-09-17,2024-09-19,48,67,In Progress,High
T878030,1870,Tech Support,2024-01-09,2024-01-11,48,50,In Progress,Medium
T724538,1405,Tech Support,2024-12-26,2024-12-27,24,36,In Progress,Medium
T539751,881,Access Request,2024-02-11,2024-02-12,48,41,In Progress,High
T756515,1480,Software Install,2024-09-12,2024-09-14,48,55,Completed,Low
T819420,630,Software Install,2024-06-16,2024-06-18,72,70,Completed,Low
T979628,1360,System Bug,2024-12-16,2024-12-17,24,43,In Progress,Low
T577490,1623,System Bug,2024-09-23,2024-09-26,72,73,Escalated,Low
T580100,1458,Access Request,2024-05-27,2024-05-28,24,43,Escalated,Medium
T418859,253,System Bug,2024-03-24,2024-03-25,48,39,Escalated,Low
T855683,138,Access Request,2024-01-05,2024-01-05,24,18,In Progress,Medium
T902476,1420,Software Install,2024-02-13,2024-02-14,24,32,In Progress,Low
T762535,1237,Tech Support,2024-08-08,2024-08-09,48,42,Escalated,Low
T724649,949,Software Install,2024-08-03,2024-08-04,24,30,Escalated,Low
T354423,419,Access Request,2024-12-12,2024-12-13,24,24,Completed,Low
T582572,1664,System Bug,2024-07-11,2024-07-13,48,68,In Progress,High
T967152,1291,System Bug,2024-04-28,2024-04-30,48,66,In Progress,High
T712405,1184,Tech Support,2024-12-19,2024-12-20,24,24,Escalated,Medium
T588420,1775,Tech Support,2024-02-25,2024-02-28,72,84,In Progress,Medium
T799805,1116,Tech Support,2024-12-13,2024-12-16,72,86,Escalated,Low
T181985,246,System Bug,2024-01-04,2024-01-05,24,42,Completed,Low
T564382,1030,Tech Support,2024-10-03,2024-10-06,72,79,In Progress,High
T493413,461,System Bug,2024-05-25,2024-05-28,72,76,In Progress,Medium
T602683,1537,Software Install,2024-11-06,2024-11-07,24,25,Escalated,Low
T161162,1102,Access Request,2024-03-17,2024-03-18,48,47,In Progress,Low
T281284,881,Tech Support,2024-02-18,2024-02-19,24,43,In Progress,Low
T300253,332,Software Install,2024-07-23,2024-07-24,24,33,Escalated,Medium
T377463,164,Software Install,2024-06-06,2024-06-08,48,53,In Progress,Low
T956884,1888,System Bug,2024-12-10,2024-12-13,72,85,Completed,Medium
T111947,1162,Tech Support,2024-08-10,2024-08-13,72,76,Completed,Low
T424822,150,Access Request,2024-09-24,2024-09-24,24,23,In Progress,Low
T742254,1506,Tech Support,2024-10-11,2024-10-11,24,21,In Progress,Low
T471797,1789,Software Install,2024-07-12,2024-07-13,48,40,In Progress,Low
T174266,1502,Tech Support,2024-01-21,2024-01-21,24,16,In Progress,Medium
T166870,1196,Access Request,2024-01-12,2024-01-15,72,75,Completed,Medium
T427681,999,Access Request,2024-04-21,2024-04-22,24,43,Escalated,Low
T531382,110,System Bug,2024-04-16,2024-04-16,24,23,In Progress,Low
T238820,1627,Access Request,2024-09-23,2024-09-24,48,44,In Progress,High
T362733,1269,Software Install,2024-12-04,2024-12-06,48,51,Completed,High
T522878,1771,Access Request,2024-09-25,2024-09-28,72,87,In Progress,Low
T466125,447,Tech Support,2024-11-22,2024-11-23,24,41,In Progress,Low
T163564,1755,Tech Support,2024-09-22,2024-09-22,24,15,In Progress,Low
T613960,1737,Tech Support,2024-10-14,2024-10-16,72,64,Completed,High
T735459,1301,Software Install,2024-04-18,2024-04-18,24,14,Completed,Medium
T559523,1228,Tech Support,2024-05-22,2024-05-23,48,42,Escalated,Low
T868286,1158,Software Install,2024-06-01,2024-06-02,24,36,Escalated,Low
T223728,275,Access Request,2024-08-23,2024-08-26,72,89,Completed,Medium
T936582,482,System Bug,2024-08-18,2024-08-19,24,41,Escalated,Low
T629078,1596,Tech Support,2024-10-25,2024-10-26,48,44,In Progress,Low
T883826,462,System Bug,2024-01-27,2024-01-29,48,64,Escalated,Low
T444056,1821,System Bug,2024-03-26,2024-03-27,48,44,In Progress,Low
T308011,624,Software Install,2024-12-06,2024-12-07,24,34,In Progress,Low
T349278,1599,System Bug,2024-09-14,2024-09-16,48,57,In Progress,Medium
T499919,1640,Access Request,2024-01-22,2024-01-25,72,91,Escalated,High
T696394,275,System Bug,2024-07-22,2024-07-24,48,63,In Progress,High
T486510,1767,Software Install,2024-05-16,2024-05-19,72,87,Escalated,Medium
T826843,1447,Access Request,2024-04-14,2024-04-15,48,38,In Progress,Low
T364509,791,Access Request,2024-09-09,2024-09-12,72,78,In Progress,Low
T466288,1248,Software Install,2024-02-04,2024-02-05,24,41,In Progress,High
T702044,639,Software Install,2024-01-25,2024-01-27,72,64,Escalated,Medium
T782979,101,System Bug,2024-04-21,2024-04-24,72,82,Completed,Low
T324599,1251,System Bug,2024-07-08,2024-07-10,48,65,In Progress,High
T926892,1033,Access Request,2024-01-24,2024-01-26,72,64,Escalated,Medium
T945777,145,System Bug,2024-07-27,2024-07-30,72,89,Completed,Medium
T796220,1966,Tech Support,2024-05-23,2024-05-24,48,38,In Progress,Medium
T536637,1217,Tech Support,2024-03-08,2024-03-11,72,76,Escalated,Low
T590976,1263,System Bug,2024-11-28,2024-11-28,24,18,In Progress,Low
T527551,1441,Software Install,2024-10-03,2024-10-05,72,62,In Progress,High
T613144,1721,Access Request,2024-11-26,2024-11-28,48,53,In Progress,Low
T393252,395,System Bug,2024-03-24,2024-03-25,24,30,Escalated,High
T932465,1126,Access Request,2024-04-12,2024-04-12,24,21,Completed,Low
T867115,199,Software Install,2024-03-03,2024-03-04,24,37,In Progress,High
T574866,1216,Software Install,2024-03-12,2024-03-13,48,40,In Progress,High
T443058,346,System Bug,2024-10-12,2024-10-14,48,57,In Progress,Medium
T734644,1775,Access Request,2024-12-17,2024-12-20,72,78,In Progress,High
T595593,84,Tech Support,2024-03-10,2024-03-12,48,66,In Progress,High
T937086,141,Tech Support,2024-05-26,2024-05-28,48,61,Escalated,Low
T957776,441,System Bug,2024-10-14,2024-10-15,24,37,Completed,High
T476463,544,Access Request,2024-09-12,2024-09-12,24,16,In Progress,Low
T246594,630,Software Install,2024-01-18,2024-01-20,72,71,In Progress,Medium
T528076,705,Access Request,2024-03-04,2024-03-05,48,44,Completed,Low
T556705,538,Tech Support,2024-07-22,2024-07-24,72,69,Completed,Low
T190471,1001,Tech Support,2024-04-07,2024-04-09,48,64,In Progress,Low
T428366,501,Access Request,2024-03-27,2024-03-27,24,16,In Progress,Low
T271908,1542,Access Request,2024-11-05,2024-11-06,24,36,In Progress,High
T481693,434,System Bug,2024-03-22,2024-03-25,72,73,Completed,Low
T396592,372,Software Install,2024-06-16,2024-06-18,48,58,In Progress,High
T840125,21,System Bug,2024-06-07,2024-06-07,24,15,In Progress,Low
T443278,1852,System Bug,2024-06-14,2024-06-17,72,82,Escalated,Medium
T379604,1200,Access Request,2024-10-15,2024-10-18,72,92,In Progress,Low
T928327,2032,Software Install,2024-08-01,2024-08-03,72,71,Completed,Medium
T560368,1888,Software Install,2024-05-11,2024-05-12,24,29,Completed,Low
T396749,692,Software Install,2024-08-26,2024-08-29,72,80,Escalated,Low
T411626,803,Software Install,2024-05-12,2024-05-13,24,40,Completed,Low
T367701,83,Access Request,2024-03-18,2024-03-20,48,63,Escalated,Low
T214147,1954,Software Install,2024-09-07,2024-09-08,48,45,Escalated,High
T181856,1013,System Bug,2024-05-02,2024-05-04,48,57,In Progress,High
T388902,2061,System Bug,2024-02-14,2024-02-16,48,52,In Progress,Low
T791434,940,Access Request,2024-11-24,2024-11-26,48,49,In Progress,Low
T937919,2032,System Bug,2024-04-17,2024-04-19,48,52,In Progress,Low
T480690,271,System Bug,2024-06-01,2024-06-02,48,40,In Progress,Low
T392676,772,Tech Support,2024-04-11,2024-04-12,48,38,Completed,High
T656877,2014,Software Install,2024-10-04,2024-10-06,72,71,In Progress,Medium
T512875,332,Software Install,2024-11-25,2024-11-26,24,41,Completed,Low
T634824,352,Tech Support,2024-08-20,2024-08-21,24,27,In Progress,High
T919075,407,System Bug,2024-01-02,2024-01-04,48,63,In Progress,Low
T896751,850,Access Request,2024-05-18,2024-05-18,24,15,In Progress,Low
T796682,1847,Software Install,2024-09-27,2024-09-29,48,55,In Progress,Medium
T311733,1158,System Bug,2024-12-11,2024-12-13,48,66,In Progress,High
T873957,206,Software Install,2024-12-22,2024-12-23,24,38,In Progress,High
T299321,305,Tech Support,2024-11-01,2024-11-04,72,91,In Progress,Low
T457130,63,System Bug,2024-11-23,2024-11-25,48,57,In Progress,High
T670139,362,Tech Support,2024-07-18,2024-07-19,24,33,Completed,Medium
T298094,827,System Bug,2024-10-18,2024-10-20,48,51,In Progress,Low
T839283,1083,Tech Support,2024-04-18,2024-04-20,48,62,Escalated,Low
T362377,1558,Access Request,2024-02-02,2024-02-02,24,16,In Progress,Medium
